metric,max_emerg_wait,value,num_beds
emergency_surgery,2,"[120.74999999999997, 108.49999999999999, 92.04999999999998, 110.59999999999997, 98.17499999999998, 86.44999999999999, 111.64999999999999, 110.07499999999999, 119.7, 113.57499999999997, 108.49999999999999, 129.67499999999998, 107.62499999999999, 96.775, 115.84999999999998, 98.0, 90.82499999999996, 121.44999999999996, 99.04999999999998, 101.32499999999995, 128.27499999999995, 121.44999999999997, 116.55, 101.85, 115.85, 108.50000000000003, 98.52500000000002, 107.62499999999999, 127.4, 95.025, 121.625, 113.57499999999997, 117.42499999999997, 107.45, 124.42499999999998, 109.37499999999997, 104.29999999999997, 102.9, 99.57499999999997, 125.12499999999994, 97.475, 95.02499999999996, 116.725, 105.87500000000001, 130.37499999999997, 110.075, 121.62499999999997, 122.14999999999998, 116.89999999999995, 133.87499999999997, 102.02499999999998, 102.725, 129.49999999999997, 114.80000000000003, 122.67499999999997, 110.59999999999998, 110.42500000000001, 137.54999999999998, 106.04999999999995, 118.47499999999998, 114.62499999999999, 138.07499999999996, 139.65, 112.69999999999997, 126.35, 98.52499999999999, 121.09999999999998, 118.99999999999999, 99.75, 124.42499999999998, 136.67499999999998, 137.54999999999995, 140.52500000000003, 102.02499999999995, 134.575, 134.4, 117.42499999999997, 91.35, 132.99999999999997, 117.24999999999999, 114.80000000000001, 108.32499999999997, 147.17499999999998, 107.97499999999998, 97.82499999999999, 128.27499999999995, 101.15, 114.79999999999997, 132.99999999999997, 98.34999999999997, 103.24999999999999, 129.32500000000002, 108.49999999999999, 104.12499999999997, 134.575, 106.925, 107.44999999999996, 96.94999999999999, 131.42499999999998, 120.75]",55
elective_surgery,2,"[39.5, 29.0, 17.125, 30.1875, 25.875, 14.5625, 27.0, 18.9375, 34.6875, 31.6875, 34.0625, 28.75, 23.6875, 13.875, 28.875, 23.0, 15.3125, 28.375, 15.6875, 15.0, 40.0625, 27.6875, 25.1875, 31.8125, 19.75, 21.8125, 24.8125, 26.1875, 48.3125, 26.75, 16.75, 24.875, 33.1875, 35.0625, 26.25, 25.125, 21.4375, 23.375, 23.6875, 22.9375, 25.5, 10.25, 29.875, 15.9375, 33.9375, 22.3125, 20.0, 23.6875, 33.1875, 33.8125, 20.8125, 19.3125, 36.375, 24.875, 28.875, 14.1875, 20.9375, 30.625, 21.625, 26.625, 28.5625, 43.4375, 53.75, 27.25, 45.0625, 20.3125, 27.75, 25.125, 13.5625, 35.0625, 37.0, 37.5625, 50.0, 18.5, 34.25, 47.0, 32.3125, 21.9375, 34.9375, 30.875, 29.8125, 26.0, 56.1875, 32.5, 18.3125, 33.5625, 19.375, 22.5625, 31.9375, 26.5, 16.5, 35.125, 29.625, 22.6875, 38.9375, 28.5, 26.625, 25.9375, 43.0, 29.9375]",55
daycase_surgery,2,"[16.875, 15.75, 13.25, 15.0, 12.65625, 7.875, 13.53125, 13.1875, 14.40625, 17.625, 11.4375, 17.40625, 10.40625, 6.21875, 17.09375, 14.6875, 13.03125, 17.625, 11.75, 7.625, 21.25, 14.84375, 14.65625, 11.6875, 13.40625, 13.71875, 15.0625, 14.6875, 22.15625, 19.46875, 15.0625, 11.03125, 13.15625, 17.90625, 14.3125, 12.96875, 13.03125, 7.90625, 9.84375, 11.40625, 11.5625, 11.28125, 11.75, 12.84375, 13.59375, 10.03125, 13.9375, 15.90625, 12.40625, 19.75, 8.59375, 12.625, 15.15625, 19.65625, 8.65625, 13.5625, 11.1875, 16.96875, 14.875, 15.21875, 8.625, 20.625, 27.0, 13.21875, 20.1875, 16.09375, 16.90625, 14.4375, 12.875, 15.34375, 13.375, 19.0625, 26.5625, 7.46875, 18.375, 23.625, 13.15625, 6.03125, 18.4375, 17.34375, 15.71875, 7.84375, 27.125, 12.84375, 10.625, 18.0, 13.9375, 12.59375, 14.40625, 10.40625, 15.5, 15.21875, 16.65625, 12.125, 20.34375, 14.65625, 13.40625, 13.4375, 19.53125, 14.71875]",55
emergency_patients_seen,3,"[74, 81, 57, 69, 70, 59, 71, 71, 83, 72, 70, 74, 71, 61, 72, 60, 52, 76, 66, 57, 80, 73, 77, 67, 71, 69, 71, 63, 78, 68, 76, 69, 74, 71, 70, 70, 71, 65, 64, 68, 68, 55, 73, 62, 81, 78, 71, 72, 76, 81, 68, 67, 80, 75, 73, 60, 65, 84, 73, 72, 76, 88, 90, 64, 85, 59, 72, 78, 62, 76, 86, 83, 86, 63, 80, 82, 67, 58, 78, 72, 75, 68, 85, 71, 63, 79, 64, 77, 87, 67, 71, 82, 75, 71, 82, 72, 71, 72, 78, 71]",55
elective_patients_seen,3,"[15, 17, 7, 14, 12, 7, 16, 12, 13, 16, 11, 15, 16, 7, 15, 10, 7, 16, 8, 7, 19, 13, 13, 15, 9, 12, 10, 15, 22, 14, 11, 10, 14, 15, 11, 14, 12, 14, 12, 12, 9, 5, 15, 11, 18, 8, 11, 16, 14, 20, 10, 10, 21, 13, 13, 7, 8, 16, 10, 11, 9, 20, 23, 12, 15, 10, 14, 14, 8, 14, 14, 19, 22, 12, 20, 20, 10, 9, 20, 17, 14, 12, 27, 15, 10, 18, 7, 11, 15, 12, 7, 16, 14, 13, 21, 10, 12, 12, 21, 14]",55
daycase_patients_seen,3,"[12, 10, 6, 10, 9, 6, 11, 9, 12, 9, 11, 12, 10, 5, 12, 9, 7, 13, 8, 8, 17, 12, 11, 8, 10, 6, 9, 9, 21, 12, 9, 7, 12, 10, 8, 12, 8, 5, 9, 11, 6, 4, 9, 10, 9, 8, 8, 15, 12, 19, 10, 10, 14, 13, 10, 8, 7, 17, 9, 14, 6, 18, 23, 10, 12, 10, 9, 11, 6, 12, 11, 12, 17, 7, 13, 16, 6, 6, 15, 15, 11, 7, 25, 9, 9, 15, 8, 10, 13, 10, 7, 12, 11, 7, 13, 11, 9, 7, 9, 10]",55
emergency_patients_cancelled,3,"[20, 20, 35, 21, 20, 35, 24, 19, 23, 22, 29, 23, 22, 27, 21, 32, 36, 13, 37, 33, 13, 21, 22, 28, 18, 32, 31, 31, 14, 32, 13, 29, 22, 27, 20, 21, 26, 25, 28, 21, 25, 35, 31, 33, 19, 18, 19, 24, 20, 19, 24, 30, 14, 25, 15, 31, 27, 9, 28, 21, 16, 11, 4, 29, 17, 34, 19, 21, 36, 18, 12, 9, 10, 24, 11, 13, 24, 32, 10, 29, 28, 28, 4, 31, 21, 13, 35, 19, 11, 29, 27, 16, 23, 24, 14, 28, 25, 28, 16, 23]",55
elective_patients_cancelled,3,"[24, 30, 31, 27, 30, 35, 24, 28, 26, 28, 27, 27, 27, 37, 26, 32, 34, 28, 32, 32, 21, 30, 28, 22, 30, 27, 31, 25, 16, 28, 30, 30, 24, 22, 31, 27, 26, 26, 31, 29, 28, 34, 25, 28, 21, 31, 29, 24, 25, 21, 30, 30, 19, 26, 26, 34, 31, 23, 31, 24, 28, 19, 16, 30, 18, 33, 27, 26, 35, 29, 22, 22, 16, 30, 22, 21, 28, 30, 20, 25, 26, 27, 10, 23, 31, 19, 35, 27, 25, 29, 32, 24, 24, 28, 19, 31, 33, 27, 19, 24]",55
daycase_patients_cancelled,3,"[51, 47, 53, 50, 49, 48, 48, 50, 47, 55, 56, 47, 48, 58, 42, 51, 51, 45, 53, 55, 44, 48, 54, 49, 50, 51, 48, 42, 38, 44, 43, 54, 46, 43, 46, 52, 53, 56, 53, 48, 55, 57, 52, 47, 47, 54, 54, 45, 51, 41, 49, 48, 49, 46, 55, 51, 49, 44, 51, 45, 52, 41, 41, 45, 45, 52, 47, 47, 56, 42, 50, 48, 40, 54, 45, 41, 58, 64, 48, 49, 48, 56, 36, 44, 56, 46, 51, 53, 42, 54, 43, 45, 43, 52, 45, 45, 45, 50, 45, 43]",55
emergency_surgery,3,"[126.34999999999997, 124.42499999999997, 88.725, 120.22499999999997, 113.74999999999997, 89.42499999999998, 113.225, 111.12499999999999, 121.275, 124.24999999999999, 102.19999999999999, 130.89999999999998, 110.42499999999998, 99.22500000000002, 111.64999999999998, 90.30000000000003, 85.74999999999997, 125.29999999999995, 99.04999999999998, 101.32499999999995, 130.19999999999996, 121.27499999999998, 122.675, 100.27499999999998, 114.975, 104.12500000000003, 100.97500000000002, 105.17499999999998, 127.4, 106.39999999999999, 124.6, 109.02499999999996, 114.79999999999997, 107.27499999999999, 122.84999999999998, 116.89999999999996, 107.62499999999997, 108.32499999999999, 105.69999999999997, 116.54999999999995, 100.8, 91.87499999999997, 113.925, 98.00000000000001, 125.12499999999997, 121.80000000000001, 117.77499999999996, 123.54999999999998, 119.69999999999995, 131.42499999999998, 107.79999999999997, 102.725, 128.79999999999998, 121.27500000000003, 122.67499999999997, 99.75, 107.275, 140.35, 114.97499999999997, 125.99999999999997, 121.44999999999999, 137.89999999999995, 139.65, 104.99999999999999, 128.275, 98.87499999999999, 118.29999999999998, 118.99999999999999, 96.94999999999999, 123.19999999999999, 141.39999999999998, 138.77499999999998, 138.95000000000005, 104.82499999999996, 132.64999999999998, 134.4, 112.87499999999997, 94.85, 137.2, 117.24999999999999, 116.37500000000001, 108.84999999999998, 147.17499999999998, 107.27499999999999, 103.425, 126.87499999999994, 102.55, 122.67499999999997, 134.57499999999996, 101.67499999999995, 104.12499999999999, 128.8, 112.87499999999999, 110.42499999999997, 136.5, 109.55000000000001, 111.82499999999996, 101.84999999999998, 128.79999999999998, 126.52499999999999]",55
elective_surgery,3,"[38.8125, 32.6875, 16.4375, 26.5, 26.25, 14.5625, 36.125, 24.75, 30.6875, 32.375, 28.5625, 29.0625, 32.75, 15.3125, 34.6875, 20.75, 16.0625, 32.0, 17.875, 15.6875, 42.3125, 27.6875, 28.8125, 33.9375, 19.6875, 25.875, 22.25, 29.8125, 53.375, 32.5, 25.5625, 24.875, 30.25, 35.0625, 25.1875, 28.0, 23.625, 29.875, 26.625, 26.25, 19.6875, 12.4375, 33.9375, 22.9375, 39.75, 19.375, 20.6875, 34.625, 30.25, 38.125, 21.5, 20.75, 43.6875, 30.6875, 31.0625, 15.3125, 21.625, 32.75, 23.75, 25.9375, 24.9375, 45.625, 55.9375, 24.75, 33.5625, 20.375, 31.0, 28.75, 16.0, 32.5, 34.75, 44.5625, 51.875, 22.125, 43.375, 43.75, 25.25, 20.8125, 40.375, 33.0625, 27.625, 28.875, 59.8125, 34.6875, 24.5, 43.875, 16.0625, 22.5625, 30.5625, 23.625, 15.6875, 38.0, 31.75, 29.9375, 42.1875, 23.375, 25.875, 28.875, 44.4375, 30.625]",55
daycase_surgery,3,"[12.75, 13.1875, 10.875, 11.5, 12.65625, 7.875, 13.53125, 11.53125, 13.875, 13.03125, 9.21875, 15.9375, 12.625, 5.46875, 17.625, 13.59375, 11.21875, 18.15625, 11.75, 7.625, 22.15625, 17.4375, 13.71875, 9.875, 14.875, 9.9375, 14.53125, 13.21875, 23.90625, 16.875, 13.96875, 9.53125, 17.0625, 21.4375, 12.5, 14.4375, 12.6875, 7.71875, 9.84375, 10.34375, 8.4375, 9.25, 13.78125, 14.125, 13.59375, 9.3125, 10.25, 18.46875, 12.9375, 21.71875, 14.3125, 12.625, 15.875, 19.65625, 8.125, 10.0625, 10.09375, 18.21875, 10.59375, 18.125, 8.25, 22.6875, 25.34375, 14.3125, 17.4375, 12.0625, 14.15625, 13.90625, 9.0, 14.25, 13.90625, 18.0, 23.46875, 7.46875, 19.65625, 22.375, 6.1875, 8.0625, 16.59375, 17.34375, 14.46875, 8.03125, 26.40625, 12.84375, 13.21875, 21.09375, 12.3125, 11.6875, 15.34375, 12.4375, 12.53125, 16.125, 15.03125, 11.03125, 18.71875, 14.28125, 13.78125, 12.34375, 16.78125, 15.8125]",55
emergency_patients_seen,4,"[74, 80, 57, 69, 70, 59, 71, 71, 83, 72, 71, 74, 71, 61, 72, 63, 52, 75, 66, 57, 80, 73, 77, 70, 70, 67, 70, 63, 78, 68, 72, 69, 73, 71, 70, 70, 75, 63, 65, 68, 68, 54, 73, 62, 86, 77, 71, 72, 76, 79, 68, 67, 80, 75, 72, 60, 66, 79, 73, 73, 70, 87, 90, 66, 84, 59, 73, 78, 62, 76, 85, 80, 86, 61, 79, 81, 67, 58, 75, 72, 75, 66, 85, 66, 63, 78, 64, 71, 87, 65, 69, 81, 78, 66, 81, 72, 71, 72, 79, 71]",55
elective_patients_seen,4,"[15, 18, 7, 14, 12, 7, 16, 12, 13, 16, 11, 15, 16, 7, 14, 11, 7, 17, 8, 7, 19, 13, 13, 14, 9, 12, 10, 15, 22, 14, 11, 10, 16, 15, 12, 14, 11, 12, 11, 12, 9, 5, 15, 11, 19, 9, 11, 16, 14, 22, 11, 10, 23, 13, 13, 7, 8, 20, 10, 12, 9, 20, 23, 12, 15, 10, 12, 14, 8, 14, 16, 19, 23, 12, 20, 21, 10, 9, 21, 17, 16, 10, 29, 14, 10, 18, 7, 12, 15, 13, 8, 14, 13, 14, 22, 11, 12, 12, 21, 14]",55
daycase_patients_seen,4,"[12, 11, 6, 10, 9, 6, 11, 9, 12, 9, 14, 12, 10, 5, 13, 9, 7, 13, 8, 8, 17, 12, 11, 9, 11, 7, 12, 9, 21, 12, 8, 7, 12, 10, 10, 12, 11, 6, 8, 11, 6, 4, 9, 10, 11, 9, 8, 15, 12, 19, 10, 10, 15, 13, 10, 8, 7, 17, 9, 14, 6, 19, 27, 9, 13, 10, 9, 12, 6, 12, 12, 15, 17, 9, 17, 16, 6, 6, 18, 15, 15, 9, 25, 8, 9, 16, 8, 10, 13, 10, 7, 12, 10, 8, 13, 10, 9, 7, 10, 10]",55
emergency_patients_cancelled,4,"[20, 20, 35, 21, 20, 34, 24, 19, 23, 22, 26, 23, 22, 27, 22, 32, 36, 15, 37, 33, 13, 21, 22, 31, 19, 31, 32, 31, 14, 32, 18, 29, 23, 27, 19, 21, 21, 25, 27, 21, 25, 38, 31, 33, 12, 18, 19, 24, 20, 19, 24, 30, 12, 25, 16, 31, 26, 9, 28, 18, 25, 11, 4, 28, 17, 34, 18, 21, 36, 18, 13, 11, 10, 26, 12, 13, 24, 32, 13, 29, 20, 29, 4, 37, 21, 13, 35, 26, 11, 33, 27, 19, 20, 29, 13, 27, 25, 28, 15, 23]",55
elective_patients_cancelled,4,"[24, 29, 31, 27, 30, 35, 24, 28, 26, 28, 27, 27, 27, 37, 27, 31, 34, 27, 32, 32, 21, 30, 28, 23, 30, 27, 31, 25, 16, 28, 30, 30, 22, 22, 30, 27, 27, 28, 32, 29, 28, 34, 25, 28, 20, 30, 29, 24, 25, 19, 29, 30, 17, 26, 26, 34, 31, 19, 31, 23, 28, 19, 16, 30, 18, 33, 29, 26, 35, 29, 20, 22, 15, 30, 22, 20, 28, 30, 19, 25, 24, 30, 8, 24, 31, 19, 35, 26, 25, 28, 31, 26, 25, 27, 18, 30, 33, 27, 19, 24]",55
daycase_patients_cancelled,4,"[51, 46, 53, 50, 49, 48, 48, 50, 47, 55, 53, 47, 48, 58, 41, 51, 51, 45, 53, 55, 44, 48, 54, 48, 49, 50, 45, 42, 38, 44, 44, 54, 46, 43, 44, 52, 50, 55, 54, 48, 55, 57, 52, 47, 46, 53, 54, 45, 51, 41, 49, 48, 48, 46, 55, 51, 49, 44, 51, 45, 52, 40, 37, 46, 44, 52, 47, 46, 56, 42, 49, 45, 40, 52, 41, 41, 58, 64, 45, 49, 44, 54, 36, 45, 56, 45, 51, 53, 42, 54, 43, 45, 44, 51, 45, 46, 45, 50, 44, 43]",55
emergency_surgery,4,"[126.34999999999997, 122.84999999999997, 88.725, 120.22499999999997, 113.74999999999997, 89.42499999999998, 113.225, 111.12499999999999, 121.275, 124.24999999999999, 102.02499999999999, 130.89999999999998, 110.42499999999998, 99.22500000000002, 111.99999999999997, 100.275, 85.74999999999997, 124.42499999999995, 99.04999999999998, 101.32499999999995, 130.19999999999996, 121.27499999999998, 122.675, 104.64999999999999, 114.1, 104.47500000000002, 100.45000000000002, 105.17499999999998, 127.4, 106.39999999999999, 118.64999999999999, 109.02499999999996, 113.57499999999997, 107.27499999999999, 119.69999999999997, 116.54999999999997, 112.17499999999998, 101.32499999999999, 105.87499999999997, 116.54999999999995, 100.8, 88.89999999999996, 113.925, 98.00000000000001, 131.24999999999997, 120.92500000000001, 117.77499999999996, 124.24999999999999, 119.69999999999995, 128.62499999999997, 107.79999999999997, 102.725, 128.79999999999998, 121.27500000000003, 120.74999999999997, 99.75, 110.6, 131.42499999999998, 114.97499999999997, 126.87499999999997, 114.09999999999998, 135.97499999999994, 139.65, 108.84999999999998, 126.35000000000001, 98.87499999999999, 120.22499999999998, 119.34999999999998, 96.94999999999999, 123.19999999999999, 139.47499999999997, 134.04999999999995, 138.95000000000005, 99.92499999999997, 130.725, 133.525, 112.87499999999997, 94.85, 131.42499999999998, 117.24999999999999, 118.12500000000001, 103.59999999999998, 147.17499999999998, 99.74999999999999, 103.425, 125.29999999999994, 102.55, 114.27499999999996, 134.57499999999996, 98.17499999999995, 100.97499999999998, 127.22500000000001, 117.24999999999997, 103.94999999999996, 134.575, 110.95, 111.82499999999996, 101.84999999999998, 130.725, 126.52499999999999]",55
elective_surgery,4,"[38.8125, 35.625, 16.4375, 26.5, 26.25, 14.5625, 36.125, 24.75, 30.6875, 32.375, 27.0625, 29.0625, 32.75, 15.3125, 32.5, 22.1875, 16.0625, 34.1875, 17.875, 15.6875, 42.3125, 27.6875, 28.8125, 31.75, 19.6875, 25.125, 23.0, 29.8125, 53.375, 32.5, 24.8125, 24.875, 36.5, 35.0625, 25.875, 28.0, 17.6875, 24.75, 23.3125, 26.25, 19.6875, 11.6875, 33.9375, 22.9375, 45.6875, 21.5625, 20.6875, 34.625, 30.25, 43.625, 23.6875, 20.75, 49.1875, 30.6875, 31.0625, 15.3125, 21.625, 41.125, 23.75, 28.875, 24.9375, 45.625, 55.9375, 24.75, 33.5625, 20.375, 27.75, 28.75, 16.0, 32.5, 39.125, 44.5625, 54.4375, 22.125, 43.375, 45.9375, 25.25, 20.8125, 44.4375, 33.0625, 30.875, 23.375, 66.0625, 31.0, 24.5, 43.875, 16.0625, 24.75, 30.5625, 25.8125, 20.125, 36.625, 28.8125, 29.125, 46.25, 26.3125, 25.875, 28.875, 45.1875, 30.625]",55
daycase_surgery,4,"[12.75, 14.28125, 10.875, 11.5, 12.65625, 7.875, 13.53125, 11.53125, 13.875, 13.03125, 10.8125, 15.9375, 12.625, 5.46875, 18.15625, 13.59375, 11.21875, 18.15625, 11.75, 7.625, 22.15625, 17.4375, 13.71875, 10.78125, 15.59375, 10.28125, 17.625, 13.21875, 23.90625, 16.875, 12.6875, 9.53125, 15.0, 21.4375, 14.6875, 14.4375, 15.96875, 9.1875, 8.75, 10.34375, 8.4375, 9.25, 13.78125, 14.125, 15.96875, 10.40625, 10.25, 18.46875, 12.9375, 21.71875, 14.3125, 12.625, 16.96875, 19.65625, 8.125, 10.0625, 10.09375, 18.21875, 10.59375, 18.875, 8.625, 23.21875, 28.21875, 13.78125, 17.78125, 12.0625, 14.15625, 15.0, 9.0, 14.25, 16.875, 21.65625, 23.46875, 9.28125, 23.09375, 22.375, 6.1875, 8.0625, 19.875, 17.34375, 17.71875, 11.15625, 26.40625, 12.3125, 13.21875, 23.125, 12.3125, 11.6875, 15.34375, 10.9375, 12.53125, 17.0625, 13.9375, 12.125, 18.71875, 13.75, 13.78125, 12.34375, 18.8125, 15.8125]",55
emergency_patients_seen,5,"[75, 80, 59, 66, 65, 59, 66, 73, 79, 65, 67, 72, 67, 60, 70, 63, 56, 71, 67, 62, 78, 75, 73, 68, 74, 68, 70, 68, 78, 65, 73, 71, 71, 70, 67, 71, 69, 64, 64, 67, 67, 57, 78, 58, 83, 69, 72, 70, 74, 79, 69, 69, 82, 72, 65, 67, 60, 81, 69, 66, 71, 84, 90, 67, 82, 65, 73, 79, 60, 75, 76, 80, 85, 63, 77, 80, 66, 60, 76, 72, 74, 64, 85, 67, 65, 79, 61, 75, 79, 68, 72, 81, 75, 67, 79, 71, 64, 74, 81, 69]",55
elective_patients_seen,5,"[20, 16, 10, 17, 15, 11, 17, 15, 19, 17, 14, 17, 16, 8, 16, 14, 6, 19, 13, 9, 22, 12, 16, 12, 9, 15, 11, 15, 25, 16, 12, 12, 16, 16, 16, 10, 15, 12, 13, 14, 11, 8, 12, 13, 19, 14, 14, 18, 14, 20, 15, 14, 26, 16, 14, 9, 12, 22, 13, 15, 11, 23, 24, 13, 19, 11, 16, 18, 11, 19, 16, 21, 27, 14, 18, 23, 12, 10, 21, 17, 18, 10, 33, 16, 11, 20, 9, 10, 19, 16, 11, 17, 18, 12, 25, 12, 13, 13, 22, 19]",55
daycase_patients_seen,5,"[13, 11, 6, 9, 9, 8, 11, 9, 13, 11, 14, 14, 10, 4, 11, 14, 7, 12, 9, 10, 18, 11, 14, 9, 8, 8, 10, 10, 17, 13, 11, 11, 13, 9, 8, 11, 13, 5, 10, 12, 9, 5, 5, 10, 10, 8, 9, 12, 12, 19, 9, 9, 16, 13, 8, 8, 8, 22, 11, 15, 7, 18, 27, 8, 12, 12, 10, 11, 8, 13, 11, 18, 21, 9, 14, 16, 8, 5, 18, 14, 13, 8, 26, 9, 12, 12, 9, 13, 12, 10, 11, 12, 11, 6, 15, 9, 11, 7, 11, 11]",55
emergency_patients_cancelled,5,"[19, 18, 38, 26, 25, 36, 27, 21, 28, 26, 31, 24, 27, 31, 28, 36, 32, 21, 39, 29, 16, 20, 25, 33, 20, 32, 36, 26, 13, 37, 20, 29, 27, 24, 19, 21, 25, 24, 31, 23, 24, 35, 23, 38, 18, 32, 23, 25, 21, 20, 24, 29, 10, 22, 23, 22, 28, 10, 28, 25, 24, 13, 7, 28, 21, 27, 20, 20, 38, 21, 26, 14, 11, 27, 15, 14, 25, 31, 11, 27, 22, 31, 4, 34, 26, 17, 37, 22, 19, 32, 24, 19, 26, 24, 14, 25, 32, 29, 12, 25]",55
elective_patients_cancelled,5,"[19, 31, 28, 24, 27, 31, 23, 25, 20, 27, 24, 25, 27, 36, 25, 28, 35, 25, 27, 30, 18, 31, 25, 25, 30, 24, 30, 25, 13, 26, 29, 28, 22, 21, 26, 31, 23, 28, 30, 27, 26, 31, 29, 26, 20, 25, 26, 22, 25, 21, 25, 26, 14, 23, 25, 32, 27, 17, 28, 21, 26, 16, 15, 29, 14, 32, 25, 22, 32, 24, 20, 20, 11, 28, 24, 18, 26, 29, 19, 25, 22, 29, 4, 22, 30, 17, 33, 28, 21, 25, 28, 23, 20, 29, 15, 29, 32, 26, 18, 19]",55
daycase_patients_cancelled,5,"[50, 46, 53, 51, 49, 46, 48, 50, 46, 53, 53, 45, 48, 59, 43, 46, 51, 46, 52, 53, 43, 49, 51, 48, 52, 49, 47, 41, 42, 43, 41, 50, 45, 44, 46, 53, 48, 56, 52, 47, 52, 56, 56, 47, 46, 54, 53, 48, 51, 41, 50, 49, 47, 46, 57, 51, 48, 39, 49, 44, 51, 41, 37, 47, 45, 50, 46, 47, 54, 41, 50, 42, 36, 52, 44, 41, 56, 65, 45, 50, 46, 55, 35, 44, 53, 49, 50, 50, 43, 54, 39, 45, 43, 53, 44, 47, 43, 50, 43, 42]",55
emergency_surgery,5,"[125.82499999999997, 122.49999999999997, 92.22499999999998, 115.49999999999996, 103.77499999999998, 88.72499999999998, 104.64999999999999, 113.925, 116.02499999999999, 111.82499999999999, 95.02499999999999, 126.69999999999997, 103.42499999999998, 92.75000000000001, 105.69999999999999, 99.575, 93.09999999999997, 117.07499999999996, 97.47499999999998, 107.44999999999995, 125.64999999999996, 123.72499999999998, 116.025, 101.14999999999999, 118.3, 104.30000000000003, 98.70000000000002, 112.69999999999999, 127.4, 100.625, 119.52499999999999, 111.82499999999997, 112.17499999999997, 108.5, 116.02499999999998, 116.72499999999997, 105.52499999999998, 101.85, 104.64999999999998, 114.27499999999996, 100.625, 90.47499999999997, 123.55, 93.80000000000001, 127.92499999999997, 106.575, 120.04999999999997, 120.74999999999999, 115.84999999999995, 128.62499999999997, 110.07499999999996, 103.425, 131.94999999999996, 115.50000000000003, 111.12499999999996, 109.72500000000001, 101.15, 135.62499999999997, 108.32499999999997, 113.39999999999998, 115.32499999999999, 130.89999999999995, 139.65, 109.72499999999998, 122.85000000000001, 106.22499999999998, 118.12499999999999, 123.02499999999998, 96.94999999999999, 121.27499999999999, 122.84999999999995, 134.04999999999995, 138.77500000000003, 103.77499999999996, 130.02499999999998, 131.25, 114.44999999999997, 93.8, 133.35, 116.89999999999999, 116.20000000000002, 103.59999999999998, 147.17499999999998, 100.97499999999998, 105.52499999999998, 124.42499999999995, 97.825, 119.87499999999997, 121.97499999999997, 106.39999999999995, 106.04999999999998, 126.17500000000001, 112.87499999999999, 105.17499999999997, 130.02499999999998, 108.325, 99.39999999999996, 106.74999999999997, 132.47499999999997, 122.675]",55
elective_surgery,5,"[47.125, 30.5, 20.375, 33.8125, 31.6875, 23.3125, 38.3125, 33.1875, 42.6875, 36.8125, 35.5, 33.4375, 35.0, 16.375, 37.625, 31.375, 13.875, 36.3125, 28.4375, 20.8125, 48.125, 27.75, 33.875, 26.625, 21.1875, 30.5625, 24.0625, 31.3125, 61.0625, 37.25, 29.25, 28.125, 38.0, 38.0, 35.375, 21.125, 33.5625, 28.5, 29.5625, 30.625, 25.1875, 19.75, 25.125, 29.1875, 44.9375, 35.5, 29.875, 39.375, 29.125, 43.75, 33.1875, 25.375, 55.75, 41.0, 31.75, 18.5625, 25.875, 48.125, 31.0625, 35.8125, 28.5625, 56.3125, 57.375, 28.4375, 42.3125, 24.4375, 36.5, 39.0, 21.4375, 43.0625, 35.375, 49.6875, 63.5625, 27.25, 43.875, 49.1875, 33.0, 23.0, 46.6875, 36.0625, 37.875, 27.125, 76.3125, 37.25, 30.4375, 47.5, 22.3125, 23.75, 38.5625, 31.625, 27.4375, 38.6875, 42.375, 26.25, 51.3125, 27.75, 28.8125, 31.0625, 47.375, 41.1875]",55
daycase_surgery,5,"[13.46875, 14.28125, 10.875, 11.15625, 12.65625, 11.0, 13.53125, 12.65625, 16.28125, 16.15625, 10.8125, 17.9375, 12.625, 4.1875, 14.65625, 18.875, 11.21875, 16.3125, 13.78125, 9.8125, 21.75, 14.84375, 17.1875, 11.15625, 11.375, 11.0, 15.25, 14.6875, 21.96875, 19.46875, 15.59375, 16.15625, 16.28125, 17.90625, 12.5, 12.59375, 18.15625, 7.71875, 10.375, 10.875, 13.03125, 9.78125, 7.15625, 13.9375, 14.875, 9.3125, 11.34375, 15.5625, 15.5625, 21.71875, 13.59375, 11.53125, 18.0625, 19.65625, 7.0625, 11.0, 11.1875, 22.375, 13.15625, 18.65625, 9.71875, 22.125, 28.21875, 12.6875, 16.875, 15.375, 14.875, 12.59375, 13.8125, 14.96875, 14.84375, 24.9375, 27.28125, 9.28125, 19.4375, 20.3125, 8.0, 6.03125, 19.875, 15.6875, 17.96875, 9.125, 27.5, 12.84375, 15.0, 16.6875, 13.40625, 14.78125, 14.4375, 12.4375, 19.71875, 17.25, 15.03125, 9.375, 19.21875, 12.28125, 14.84375, 12.34375, 20.28125, 15.78125]",55
emergency_patients_seen,6,"[70, 77, 59, 66, 70, 59, 66, 68, 81, 70, 74, 69, 72, 61, 75, 61, 48, 71, 68, 60, 80, 70, 71, 70, 72, 68, 67, 67, 78, 65, 70, 74, 71, 74, 73, 73, 70, 63, 60, 69, 67, 55, 73, 58, 85, 67, 73, 72, 74, 79, 62, 68, 81, 73, 66, 64, 64, 82, 68, 69, 73, 85, 90, 67, 80, 61, 75, 75, 62, 73, 79, 80, 88, 61, 77, 80, 67, 60, 78, 70, 73, 63, 85, 71, 64, 79, 65, 71, 80, 69, 66, 80, 72, 70, 78, 74, 67, 74, 83, 68]",55
